Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions,datetimeStr,Weather Type
"Gatineau, QC, Canada",09/22/2021,20.0,14.1,18.0,,,40.34,,12.9,,1014.4,0.0,91.74,Rain,2021-09-22T00:00:00-04:00,
"Gatineau, QC, Canada",09/23/2021,22.7,15.0,19.2,,,26.38,,18.2,29.5,1010.1,0.0,93.85,Rain,2021-09-23T00:00:00-04:00,
"Gatineau, QC, Canada",09/24/2021,17.0,12.9,15.4,,,3.68,,29.3,40.8,1012.8,0.0,79.32,Rain,2021-09-24T00:00:00-04:00,
"Gatineau, QC, Canada",09/25/2021,21.9,7.2,15.4,,,0.0,,14.7,,1013.5,0.0,72.64,Clear,2021-09-25T00:00:00-04:00,
"Gatineau, QC, Canada",09/26/2021,18.0,10.9,14.6,,,0.0,,20.4,40.6,1009.5,0.0,70.32,Clear,2021-09-26T00:00:00-04:00,
"Gatineau, QC, Canada",09/27/2021,16.0,9.9,13.0,9.6,,6.41,,12.8,,1007.5,0.0,88.54,Rain,2021-09-27T00:00:00-04:00,
"Gatineau, QC, Canada",09/28/2021,15.2,7.0,11.3,5.6,,0.0,,16.4,,1012.9,0.0,67.8,Clear,2021-09-28T00:00:00-04:00,
"Gatineau, QC, Canada",09/29/2021,13.8,7.7,11.0,7.7,,0.0,,18.3,31.3,1016.4,0.0,74.42,Clear,2021-09-29T00:00:00-04:00,
"Gatineau, QC, Canada",09/30/2021,16.0,8.0,11.6,6.1,,0.0,,14.7,,1021.1,0.0,75.85,Clear,2021-09-30T00:00:00-04:00,
"Gatineau, QC, Canada",10/01/2021,16.0,6.8,11.3,5.0,,0.0,,16.4,31.3,1021.6,0.0,77.92,Clear,2021-10-01T00:00:00-04:00,
"Gatineau, QC, Canada",10/02/2021,13.8,10.7,12.1,,,22.89,,12.8,,1015.5,0.0,96.4,Rain,2021-10-02T00:00:00-04:00,
"Gatineau, QC, Canada",10/03/2021,13.1,10.8,11.5,,,14.79,,16.3,,1015.2,0.0,93.81,Rain,2021-10-03T00:00:00-04:00,
"Gatineau, QC, Canada",10/04/2021,17.2,9.0,13.1,7.0,,1.05,,20.4,31.7,1017.6,0.0,78.89,Rain,2021-10-04T00:00:00-04:00,
"Gatineau, QC, Canada",10/05/2021,19.2,10.3,15.0,,,0.0,,16.4,,1024.3,0.0,77.23,Clear,2021-10-05T00:00:00-04:00,
"Gatineau, QC, Canada",10/06/2021,21.1,7.8,13.2,,,0.0,,5.4,,1028.0,0.0,83.29,Clear,2021-10-06T00:00:00-04:00,
"Gatineau, QC, Canada",10/07/2021,20.1,6.8,13.0,,,0.0,,14.7,,1024.3,0.0,85.45,Clear,2021-10-07T00:00:00-04:00,
"Gatineau, QC, Canada",10/08/2021,22.1,6.8,14.7,,,0.0,,12.9,,1021.0,0.0,78.42,Clear,2021-10-08T00:00:00-04:00,
"Gatineau, QC, Canada",10/09/2021,19.9,10.9,15.2,,,0.0,,14.7,,1021.4,0.0,80.41,Clear,2021-10-09T00:00:00-04:00,
"Gatineau, QC, Canada",10/10/2021,19.0,12.9,15.6,,,10.08,,14.7,,1020.1,0.0,83.55,Rain,2021-10-10T00:00:00-04:00,
"Gatineau, QC, Canada",10/11/2021,22.9,14.2,17.3,,,0.0,,16.5,,1017.3,0.0,79.99,Clear,2021-10-11T00:00:00-04:00,
"Gatineau, QC, Canada",10/12/2021,24.0,12.2,17.1,,,1.05,,12.9,,1016.3,0.0,81.82,Rain,2021-10-12T00:00:00-04:00,
"Gatineau, QC, Canada",10/13/2021,20.1,12.9,16.8,,,5.54,,7.6,,1013.6,0.0,93.1,Rain,2021-10-13T00:00:00-04:00,
"Gatineau, QC, Canada",10/14/2021,21.8,15.9,17.7,,,1.05,,11.1,,1013.1,0.0,88.24,Rain,2021-10-14T00:00:00-04:00,
"Gatineau, QC, Canada",10/15/2021,20.0,15.8,17.6,,,3.11,,9.3,,1009.4,0.0,89.26,Rain,2021-10-15T00:00:00-04:00,
"Gatineau, QC, Canada",10/16/2021,18.2,10.9,15.7,,,52.38,,20.5,40.6,1000.9,0.0,92.45,Rain,2021-10-16T00:00:00-04:00,
"Gatineau, QC, Canada",10/17/2021,12.0,7.0,9.3,4.9,,0.51,,22.2,36.2,1006.6,0.0,83.97,Rain,2021-10-17T00:00:00-04:00,
"Gatineau, QC, Canada",10/18/2021,10.0,6.8,8.0,3.9,,0.0,,20.5,31.5,1010.9,0.0,73.37,Clear,2021-10-18T00:00:00-04:00,
"Gatineau, QC, Canada",10/19/2021,17.0,4.8,9.0,1.6,,0.0,,16.4,,1011.1,0.0,72.22,Clear,2021-10-19T00:00:00-04:00,
"Gatineau, QC, Canada",10/20/2021,19.2,6.1,13.3,4.6,,0.0,,12.9,,1011.6,0.0,77.9,Clear,2021-10-20T00:00:00-04:00,
"Gatineau, QC, Canada",10/21/2021,15.7,9.9,12.2,8.6,,10.98,,11.1,,1009.0,0.0,87.16,Rain,2021-10-21T00:00:00-04:00,
"Gatineau, QC, Canada",10/22/2021,13.8,2.0,6.4,0.0,,8.68,,27.5,38.8,1011.5,0.0,77.47,Rain,2021-10-22T00:00:00-04:00,
"Gatineau, QC, Canada",10/23/2021,8.1,0.9,4.1,-1.6,,0.0,,12.8,,1016.1,0.0,71.46,Clear,2021-10-23T00:00:00-04:00,
"Gatineau, QC, Canada",10/24/2021,12.0,1.2,6.6,1.8,,0.0,,9.3,,1018.6,0.0,70.21,Clear,2021-10-24T00:00:00-04:00,
"Gatineau, QC, Canada",10/25/2021,7.7,3.7,5.8,1.4,,5.16,,29.3,46.1,1017.3,0.0,79.38,Rain,2021-10-25T00:00:00-04:00,
"Gatineau, QC, Canada",10/26/2021,9.9,5.0,7.8,1.8,,29.85,,18.3,29.5,,,93.24,Rain,2021-10-26T00:00:00-04:00,
"Gatineau, QC, Canada",10/27/2021,13.9,5.9,9.3,3.6,,1.0,,16.5,,,,68.68,Rain,2021-10-27T00:00:00-04:00,
