Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow Depth,Wind Speed,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions,datetimeStr,Weather Type
"Ottawa, ON, Canada",01/31/2021,-13.0,-20.5,-16.8,-24.9,,0.0,0.0,9.9,,24.0,13.4,71.36,Clear,2021-01-31T00:00:00-05:00,
"Ottawa, ON, Canada",02/01/2021,-6.2,-21.6,-14.0,-28.1,,0.0,0.0,17.4,,24.0,28.8,67.21,Partially cloudy,2021-02-01T00:00:00-05:00,
"Ottawa, ON, Canada",02/02/2021,0.9,-11.1,-5.2,-18.2,,2.8,0.0,25.8,44.9,20.5,88.0,70.23,"Rain, Overcast",2021-02-02T00:00:00-05:00,
"Ottawa, ON, Canada",02/03/2021,1.8,-4.1,-1.7,-11.2,,5.7,0.0,25.5,37.6,19.2,85.2,60.87,"Rain, Overcast",2021-02-03T00:00:00-05:00,
"Ottawa, ON, Canada",02/04/2021,1.1,-9.3,-4.1,-14.1,,0.0,0.0,19.9,29.3,24.0,30.0,63.87,Partially cloudy,2021-02-04T00:00:00-05:00,
"Ottawa, ON, Canada",02/05/2021,0.9,-9.1,-4.0,-13.4,,4.16,0.0,33.9,47.7,20.4,78.2,77.54,"Rain, Overcast",2021-02-05T00:00:00-05:00,
"Ottawa, ON, Canada",02/06/2021,-4.9,-9.7,-7.4,-16.9,,0.0,0.0,33.0,47.4,24.0,61.6,58.26,Partially cloudy,2021-02-06T00:00:00-05:00,
"Ottawa, ON, Canada",02/07/2021,-5.1,-11.9,-8.3,-17.9,,0.9,0.0,19.5,38.9,18.4,86.4,73.86,"Rain, Overcast",2021-02-07T00:00:00-05:00,
"Ottawa, ON, Canada",02/08/2021,-7.0,-19.5,-12.4,-22.7,,0.3,0.0,14.0,,24.0,46.0,65.9,"Rain, Partially cloudy",2021-02-08T00:00:00-05:00,
"Ottawa, ON, Canada",02/09/2021,-5.4,-12.1,-9.5,-16.6,,3.9,0.0,8.6,,16.9,89.2,79.17,"Rain, Overcast",2021-02-09T00:00:00-05:00,
"Ottawa, ON, Canada",02/10/2021,-7.0,-14.9,-10.6,-21.9,,0.0,0.0,18.0,31.7,23.7,58.0,62.73,Partially cloudy,2021-02-10T00:00:00-05:00,
"Ottawa, ON, Canada",02/11/2021,-9.0,-18.1,-12.7,-23.3,,0.0,0.0,23.3,32.5,24.0,35.0,56.34,Partially cloudy,2021-02-11T00:00:00-05:00,
"Ottawa, ON, Canada",02/12/2021,-14.1,-21.4,-17.6,-29.3,,0.0,0.0,17.5,,24.0,49.5,55.16,Partially cloudy,2021-02-12T00:00:00-05:00,
"Ottawa, ON, Canada",02/13/2021,-12.3,-21.3,-16.5,-28.4,,0.3,0.0,13.4,,23.2,60.9,59.49,"Rain, Partially cloudy",2021-02-13T00:00:00-05:00,
"Ottawa, ON, Canada",02/14/2021,-7.1,-13.9,-10.8,-20.1,,3.46,0.0,13.1,,18.1,72.9,74.09,"Rain, Partially cloudy",2021-02-14T00:00:00-05:00,
"Ottawa, ON, Canada",02/15/2021,-5.3,-12.8,-8.2,-13.8,,0.0,0.0,11.1,,19.3,96.1,76.28,Overcast,2021-02-15T00:00:00-05:00,
"Ottawa, ON, Canada",02/16/2021,-8.0,-13.1,-9.7,-20.8,,10.7,0.0,24.3,38.9,6.7,98.3,85.2,"Rain, Overcast",2021-02-16T00:00:00-05:00,
"Ottawa, ON, Canada",02/17/2021,-7.1,-18.9,-13.6,-27.0,,0.0,,17.5,35.3,24.0,20.1,65.15,Clear,2021-02-17T00:00:00-05:00,
"Ottawa, ON, Canada",02/18/2021,-4.2,-18.4,-11.0,-13.7,,1.0,0.0,9.8,,24.0,85.7,71.91,"Rain, Overcast",2021-02-18T00:00:00-05:00,
"Ottawa, ON, Canada",02/19/2021,-6.2,-9.2,-8.0,-15.8,,1.75,0.0,20.6,31.7,14.3,96.1,79.01,"Rain, Overcast",2021-02-19T00:00:00-05:00,
"Ottawa, ON, Canada",02/20/2021,-3.9,-13.9,-8.8,-19.6,,0.0,0.0,15.4,35.3,17.0,68.9,76.35,Partially cloudy,2021-02-20T00:00:00-05:00,
"Ottawa, ON, Canada",02/21/2021,-1.7,-15.0,-8.4,-19.2,,0.0,0.0,19.9,,110.6,15.1,72.13,Clear,2021-02-21T00:00:00-05:00,
"Ottawa, ON, Canada",02/22/2021,-1.8,-7.8,-4.5,-13.0,,7.6,0.0,16.0,,243.0,19.3,86.63,Rain,2021-02-22T00:00:00-05:00,"Light Snow, Snow"
"Ottawa, ON, Canada",02/23/2021,2.8,-1.3,0.8,-4.8,,1.7,0.0,17.6,34.2,159.6,44.1,84.63,"Rain, Partially cloudy",2021-02-23T00:00:00-05:00,"Light Snow, Light Rain And Snow, Sky Coverage Increasing"
"Ottawa, ON, Canada",02/24/2021,1.9,-1.5,0.2,-6.1,,5.5,0.0,26.2,38.2,13.9,87.3,90.39,"Rain, Overcast",2021-02-24T00:00:00-05:00,
"Ottawa, ON, Canada",02/25/2021,-1.0,-10.5,-6.6,-16.1,,0.6,0.0,24.2,45.6,21.4,65.6,74.68,"Rain, Partially cloudy",2021-02-25T00:00:00-05:00,
"Ottawa, ON, Canada",02/26/2021,0.4,-13.9,-6.8,-15.1,,0.0,0.0,16.6,29.5,24.0,65.9,70.17,Partially cloudy,2021-02-26T00:00:00-05:00,
"Ottawa, ON, Canada",02/27/2021,2.4,-11.2,-4.7,-16.3,,16.1,0.0,30.5,44.8,18.7,74.9,85.33,"Rain, Partially cloudy",2021-02-27T00:00:00-05:00,
"Ottawa, ON, Canada",02/28/2021,3.8,-10.6,-2.1,-10.9,,0.8,0.0,18.0,33.5,16.4,69.3,87.65,"Rain, Partially cloudy",2021-02-28T00:00:00-05:00,
"Ottawa, ON, Canada",03/01/2021,4.8,-15.2,-2.2,-27.0,,4.48,0.0,40.9,61.4,21.8,83.9,63.84,"Rain, Overcast",2021-03-01T00:00:00-05:00,
"Ottawa, ON, Canada",03/02/2021,-7.5,-18.7,-12.9,-27.4,,1.65,0.0,23.8,42.5,,,55.11,Rain,2021-03-02T00:00:00-05:00,
"Ottawa, ON, Canada",03/03/2021,-0.2,-8.1,-2.9,-11.6,,3.8,0.0,16.4,,20.6,95.9,78.69,"Rain, Overcast",2021-03-03T00:00:00-05:00,
"Ottawa, ON, Canada",03/04/2021,-3.2,-11.9,-8.7,-21.9,,0.0,0.0,29.5,47.9,24.0,52.6,50.88,Partially cloudy,2021-03-04T00:00:00-05:00,
"Ottawa, ON, Canada",03/05/2021,-6.1,-15.0,-10.7,-24.7,,0.0,0.0,32.8,50.3,24.0,75.5,51.0,Overcast,2021-03-05T00:00:00-05:00,
"Ottawa, ON, Canada",03/06/2021,-7.0,-11.0,-9.2,-18.7,,0.0,0.0,26.1,38.9,23.9,81.6,57.33,Overcast,2021-03-06T00:00:00-05:00,
"Ottawa, ON, Canada",03/07/2021,-6.0,-15.2,-10.3,-21.4,,0.0,0.0,22.0,31.7,24.0,22.9,53.89,Clear,2021-03-07T00:00:00-05:00,
"Ottawa, ON, Canada",03/08/2021,-2.4,-21.5,-9.6,-8.0,,0.0,0.0,9.8,,,,59.92,Clear,2021-03-08T00:00:00-05:00,
"Ottawa, ON, Canada",03/09/2021,6.6,-6.9,0.0,-10.4,,0.0,0.0,19.2,27.7,24.0,39.4,65.71,Partially cloudy,2021-03-09T00:00:00-05:00,
"Ottawa, ON, Canada",03/10/2021,8.5,-6.3,1.5,-10.0,,0.0,0.0,18.0,29.5,21.6,73.1,69.76,Partially cloudy,2021-03-10T00:00:00-05:00,
"Ottawa, ON, Canada",03/11/2021,12.7,6.0,9.2,2.7,,1.18,0.0,35.8,50.6,23.7,79.3,58.61,"Rain, Overcast",2021-03-11T00:00:00-05:00,
"Ottawa, ON, Canada",03/12/2021,6.0,-5.0,2.4,-13.6,,0.0,0.0,39.4,63.5,25.9,54.6,58.19,Partially cloudy,2021-03-12T00:00:00-05:00,
"Ottawa, ON, Canada",03/13/2021,-0.1,-9.2,-4.8,-16.5,,0.0,0.0,31.8,43.5,24.0,61.3,53.21,Partially cloudy,2021-03-13T00:00:00-05:00,
"Ottawa, ON, Canada",03/14/2021,-1.0,-11.0,-4.8,-20.5,,0.0,0.0,40.1,58.4,23.6,51.8,50.5,Partially cloudy,2021-03-14T00:00:00-05:00,
"Ottawa, ON, Canada",03/15/2021,-5.1,-14.2,-10.1,-23.7,,0.0,0.0,28.9,52.3,24.0,24.2,46.83,Clear,2021-03-15T00:00:00-04:00,
